date,open,high,low,close,volume
2016-05-13,8616,8634,8562,8598,393240
2016-05-16,8598,8616,8562,8580,310390
2016-05-17,8598,8671,8580,8634,354380
2016-05-18,8707,8779,8652,8652,692880
2016-05-19,8707,8707,8634,8652,186020
2016-05-20,8652,8689,8652,8689,485060
2016-05-23,8761,8761,8671,8671,345150
2016-05-24,8689,8707,8652,8652,369180
2016-05-25,8671,8689,8634,8652,598370
2016-05-26,8671,8689,8616,8616,1328870
2016-05-27,8694,8758,8608,8736,543580
2016-05-30,8736,8821,8736,8758,447160
2016-05-31,8779,8779,8694,8694,589350
2016-06-01,8736,8736,8694,8694,519620
2016-06-02,8736,8736,8672,8694,318100
2016-06-03,8715,8715,8651,8672,400290
2016-06-06,8672,8672,8566,8608,754110
2016-06-07,8651,8651,8566,8630,559610
2016-06-08,8630,8672,8608,8672,516630
2016-06-09,8672,8672,8630,8630,325390
2016-06-10,8608,8651,8608,8630,475190
2016-06-13,8630,8630,8608,8608,237230
2016-06-14,8587,8630,8587,8630,242560
2016-06-15,8630,8630,8566,8587,414560
2016-06-16,8630,8651,8587,8608,359320
2016-06-17,8608,8630,8587,8608,206120
2016-06-20,8630,9141,8608,9098,1877120
2016-06-21,9141,9333,9077,9098,1442710
2016-06-22,9056,9141,9035,9035,300480
2016-06-23,9013,9035,8928,8928,826170
2016-06-24,8885,8885,8331,8715,2562810
2016-06-27,8715,8821,8566,8779,587560
2016-06-28,8779,8821,8736,8779,328400
2016-06-29,8758,9056,8758,8949,1250570
2016-06-30,9056,9077,8907,8907,669690
2016-07-01,8949,9013,8907,8928,579110
2016-07-04,8949,9098,8949,9056,863920
2016-07-05,9056,9098,8992,8992,791050
2016-07-06,8971,9056,8928,9013,602040
2016-07-07,9098,9354,9035,9226,1592870
2016-07-08,9248,9461,9248,9290,1594930
2016-07-11,9312,9375,9077,9077,1035540
2016-07-12,9077,9162,8949,9077,744580
2016-07-13,9077,9226,9077,9141,751090
2016-07-14,9162,9354,9141,9162,1880280
2016-07-15,9141,9205,9077,9077,730200
2016-07-18,9056,9098,8992,9077,578400
2016-07-19,9098,9098,8885,8928,1148610
2016-07-20,8928,8971,8864,8864,575060
2016-07-21,8885,8949,8843,8864,448120
2016-07-22,8843,8843,8715,8800,958530
2016-07-25,8800,8821,8758,8758,375880
2016-07-26,8758,8779,8694,8715,469520
2016-07-27,8800,8885,8779,8800,554520
2016-07-28,8800,8885,8779,8800,512680
2016-07-29,8800,8821,8736,8736,241530
2016-08-01,8736,8800,8694,8758,419730
2016-08-02,8758,8758,8630,8651,806630
2016-08-03,8651,8694,8608,8630,467420
2016-08-04,8630,8694,8608,8608,340270
2016-08-05,8608,8672,8566,8630,461730
2016-08-08,8672,8736,8651,8651,274690
2016-08-09,8694,8715,8651,8715,271030
2016-08-10,8672,8758,8672,8758,236760
2016-08-11,8800,8907,8779,8907,585310
2016-08-12,8949,9035,8843,8864,527660
2016-08-15,8864,8885,8843,8864,281220
2016-08-16,8949,9162,8864,9098,1933670
2016-08-17,9098,9269,9056,9205,1354570
2016-08-18,9205,9375,9162,9184,1044090
2016-08-19,9226,9226,9035,9035,662470
2016-08-22,9166,9187,9056,9056,944470
2016-08-23,9122,9144,9035,9100,443570
2016-08-24,9122,9253,9122,9166,749230
2016-08-25,9187,9275,9144,9253,601280
2016-08-26,9253,9471,9253,9384,2217420
2016-08-29,9427,9493,9297,9297,996310
2016-08-30,9275,9362,9275,9297,529860
2016-08-31,9362,9689,9318,9580,3190540
2016-09-01,9668,9820,9602,9711,2145860
2016-09-05,9711,9777,9624,9711,964870
2016-09-06,9689,9777,9646,9646,1385380
2016-09-07,9624,9624,9493,9624,1332450
2016-09-08,9689,10082,9646,9951,3243480
2016-09-09,10039,10148,9929,9973,1833910
2016-09-12,9929,9951,9798,9820,1220220
2016-09-13,9820,9897,9711,9864,1151590
2016-09-14,9853,10028,9820,9929,1283090
2016-09-15,9929,9929,9711,9777,1111400
2016-09-16,9711,9820,9689,9820,855440
2016-09-19,9908,9929,9777,9886,944500
2016-09-20,9929,10017,9864,9962,1374570
2016-09-21,9973,10017,9908,9929,872200
2016-09-22,9929,10344,9929,10169,2821740
2016-09-23,10213,10388,10213,10344,2331180
2016-09-26,10388,10519,10388,10431,1938720
2016-09-27,10420,10431,10322,10431,2011410
2016-09-28,10399,10584,10388,10453,1675680
2016-09-29,10388,10475,10279,10333,1885090
2016-09-30,10344,10344,10180,10180,1725770
2016-10-03,10191,10300,10104,10180,1063670
2016-10-04,10235,10333,10039,10213,1945280
2016-10-05,10257,10257,10180,10213,482560
2016-10-06,10213,10246,10060,10060,808750
2016-10-07,10071,10104,9755,9831,2656510
2016-10-10,9831,9831,9515,9515,2105790
2016-10-11,9515,9711,9417,9711,1576130
2016-10-12,9689,9733,9537,9558,737050
2016-10-13,9537,9646,9471,9602,455610
2016-10-14,9580,9624,9558,9569,556120
2016-10-17,9580,9580,9471,9471,799570
2016-10-18,9471,9569,9384,9515,461070
2016-10-19,9493,9635,9493,9569,484690
2016-10-20,9624,9646,9482,9493,452160
2016-10-21,9493,9548,9471,9471,368030
2016-10-24,9471,9515,9406,9427,683800
2016-10-25,9427,9580,9340,9427,798790
2016-10-26,9427,9515,9362,9384,498350
2016-10-27,9449,9449,9384,9427,320770
2016-10-28,9427,9515,9417,9515,623240
2016-10-31,9537,9580,9493,9493,366100
2016-11-01,9515,9515,9449,9449,287980
2016-11-02,9449,9471,9297,9297,607470
2016-11-03,9275,9275,9100,9166,819360
2016-11-04,9166,9253,9166,9198,216080
2016-11-07,9187,9362,9187,9340,270420
2016-11-08,9340,9438,9340,9351,357870
2016-11-09,9351,9351,8969,9209,1259800
2016-11-10,9297,9362,9275,9318,279210
2016-11-11,9362,9482,9340,9384,549240
2016-11-14,9318,9384,9297,9329,357500
2016-11-15,9340,9427,9318,9427,410010
2016-11-16,9449,9471,9340,9395,483700
2016-11-17,9395,9395,9297,9297,342390
2016-11-18,9275,9417,9275,9406,272520
2016-11-21,9427,9471,9340,9406,398940
2016-11-22,9384,9460,9384,9406,475660
2016-11-23,9449,9624,9406,9591,933400
2016-11-24,9558,9766,9558,9678,1109900
2016-11-25,9689,9689,9580,9591,523930
2016-11-28,9591,9591,9427,9493,401290
2016-11-29,9493,9493,9318,9417,488970
2016-11-30,9384,9460,9362,9460,284250
2016-12-01,9427,9558,9427,9427,247450
2016-12-02,9427,9460,9362,9373,265850
2016-12-05,9384,9427,9297,9297,320460
2016-12-06,9340,9351,9231,9231,407380
2016-12-07,9231,9275,9187,9187,283670
2016-12-08,9275,9275,9209,9220,145770
2016-12-09,9286,9493,9275,9362,355440
2016-12-12,9384,9384,9209,9209,372110
2016-12-13,9209,9242,9122,9122,359950
2016-12-14,9122,9209,9111,9166,394960
2016-12-15,9166,9187,9122,9133,282950
2016-12-16,9155,9187,9122,9187,298690
2016-12-19,9187,9318,9187,9318,218900
2016-12-20,9286,9362,9275,9286,293780
2016-12-21,9286,9329,9264,9275,377770
2016-12-22,9340,9427,9275,9286,659310
2016-12-23,9351,9351,9275,9307,325140
2016-12-26,9307,9362,9275,9318,243940
2016-12-27,9318,9493,9318,9417,789970
2016-12-28,9438,9558,9438,9515,864320
2016-12-29,9558,9558,9449,9482,376220
2016-12-30,9515,9657,9460,9602,1643340
2017-01-03,9668,9809,9668,9788,1013070
2017-01-04,9777,9973,9755,9875,1022560
2017-01-05,9864,9908,9842,9842,613870
2017-01-06,9864,9929,9809,9809,799750
2017-01-09,9831,9908,9798,9864,501610
2017-01-10,9875,10039,9853,10039,1045680
2017-01-11,10104,10169,10060,10060,740990
2017-01-12,10060,10082,10006,10028,540350
2017-01-13,10060,10126,9755,9798,1640150
2017-01-16,9798,9798,9602,9602,896110
2017-01-17,9602,9777,9602,9689,521250
2017-01-18,9755,9755,9558,9558,496120
2017-01-19,9558,9602,9482,9558,589210
2017-01-20,9558,9711,9548,9646,662850
2017-01-23,9689,9733,9646,9700,457700
2017-01-24,9755,9798,9668,9755,280500
2017-01-25,9798,9886,9744,9842,421770
2017-02-02,9864,9908,9733,9798,487480
2017-02-03,9755,9798,9689,9755,497380
2017-02-06,9711,9711,9646,9668,553780
2017-02-07,9657,9755,9657,9711,919390
2017-02-08,9733,9809,9700,9733,580940
2017-02-09,9733,9755,9711,9722,796670
2017-02-10,9711,9733,9657,9700,615430
2017-02-13,9733,9788,9689,9777,843490
2017-02-14,9820,10126,9798,10126,1942460
2017-02-15,10148,10148,9995,10039,1155260
2017-02-16,10039,10093,9886,9886,1114930
2017-02-17,9864,9929,9798,9886,816130
2017-02-20,9886,9908,9820,9831,739970
2017-02-21,9886,10017,9831,9908,1056640
2017-02-22,9973,10104,9908,9995,1230810
2017-02-23,10017,10115,9962,10039,1042580
2017-02-24,10039,10060,9929,10039,929360
2017-02-27,10039,10235,10039,10159,1791360
2017-02-28,10169,10213,9995,10006,787960
2017-03-01,10006,10017,9897,9973,814870
2017-03-02,9973,10017,9908,9918,625140
2017-03-03,9918,10017,9853,9962,400430
2017-03-06,9962,10060,9962,10028,519090
2017-03-07,10039,10039,9940,9995,474030
2017-03-08,9973,10039,9940,9995,486250
2017-03-09,9995,10017,9929,9929,517110
2017-03-10,9995,10126,9973,10039,1204950
2017-03-13,10060,10104,9973,9984,463260
2017-03-14,9995,10082,9973,9973,600400
2017-03-15,9973,10017,9918,9940,632570
2017-03-16,9951,10017,9929,9973,610500
2017-03-17,10017,10104,9984,10017,987600
2017-03-20,10017,10191,10017,10169,1573640
2017-03-21,10213,10311,10169,10169,1881270
2017-03-22,10191,10202,10060,10060,1208130
2017-03-23,10039,10475,10017,10475,2026020
2017-03-24,10562,10693,10355,10410,1937460
2017-03-27,10388,10475,10311,10388,1021940
2017-03-28,10388,10530,10322,10344,1161770
2017-03-29,10344,10431,10300,10366,605170
2017-03-30,10366,10442,10279,10279,752470
2017-03-31,10279,10410,10257,10322,1213360
2017-04-03,10322,10366,10126,10126,1994720
2017-04-04,10115,10257,10115,10257,981010
2017-04-05,10257,10257,10159,10159,598970
2017-04-07,10115,10268,10115,10257,900280
2017-04-10,10257,10311,10235,10257,421960
2017-04-11,10257,10322,10213,10246,405130
2017-04-12,10257,10420,10246,10377,1296510
2017-04-13,10333,10388,10300,10311,518960
2017-04-14,10279,10289,10017,10049,1444000
2017-04-17,10049,10148,9973,9973,1066820
2017-04-18,9973,10039,9897,10039,596530
2017-04-19,10039,10126,10017,10039,1132270
2017-04-20,10039,10115,9995,10006,526060
2017-04-21,10082,10126,10006,10006,407700
2017-04-24,10006,10049,9962,9984,465680
2017-04-25,9951,10039,9929,9962,602100
2017-04-26,10017,10049,9973,10039,483590
2017-04-27,10060,10191,10060,10148,1001040
2017-04-28,10126,10159,10039,10137,444560
2017-05-03,10191,10322,10137,10257,806650
2017-05-04,10257,10344,10235,10257,692490
2017-05-05,10257,10311,10235,10279,309370
2017-05-08,10235,10289,10213,10257,367850
2017-05-09,10300,10540,10300,10540,1168370
2017-05-10,10584,10682,10497,10497,1568980
2017-05-11,10497,10562,10399,10497,709020
2017-05-12,10497,10562,10475,10475,528780
2017-05-15,10475,10475,10420,10431,506520
2017-05-16,10431,10540,10355,10366,638370
2017-05-17,10366,10475,10311,10431,553800
2017-05-18,10464,10628,10399,10453,909220
2017-05-19,10453,10562,10431,10562,718260
2017-05-22,10584,10704,10584,10584,1719610
2017-05-23,10617,10781,10584,10660,2066240
2017-05-24,10737,10748,10660,10715,1304860
2017-05-25,11015,11015,10874,10913,1713400
2017-05-26,10913,10913,10759,10785,868540
2017-05-29,10785,10938,10785,10913,634230
2017-05-30,10836,11182,10836,11015,1868870
2017-05-31,11015,11156,11015,11015,1063000
2017-06-01,11041,11143,11041,11130,787160
2017-06-02,11169,11195,11041,11079,809190
2017-06-05,11169,11182,11054,11079,666610
2017-06-06,11092,11476,11092,11348,1481770
2017-06-07,11476,11476,11284,11284,842710
2017-06-08,11271,11361,11195,11323,630430
2017-06-09,11323,11656,11323,11566,1569640
2017-06-12,11528,11579,11425,11451,553000
2017-06-13,11528,11758,11528,11617,1573850
2017-06-14,11732,11732,11553,11579,780590
2017-06-15,11592,11630,11540,11630,615030
2017-06-16,11656,11720,11604,11707,603990
2017-06-19,11784,11886,11771,11861,1192040
2017-06-20,11912,11912,11784,11822,762030
2017-06-21,11861,12168,11796,12168,1942410
2017-06-22,12117,12373,12117,12194,1244630
