date,open,high,low,close,volume
2015-11-27,13544,13634,13244,13304,673400
2015-11-30,13274,13304,12883,12883,977620
2015-12-01,12883,13034,12613,12643,880030
2015-12-02,12643,12823,12613,12673,1737010
2015-12-03,12613,12943,12613,12793,986090
2015-12-04,12883,12883,12643,12703,483880
2015-12-07,12643,12643,12223,12253,1415520
2015-12-08,12253,12974,12013,12943,909680
2015-12-09,12943,12943,12373,12433,892100
2015-12-10,12433,12553,12313,12373,406020
2015-12-11,12373,12583,12253,12403,579040
2015-12-14,12463,12583,12373,12493,634120
2015-12-15,12493,13094,12493,12974,1248200
2015-12-16,13064,13274,13004,13064,663090
2015-12-17,13124,13274,13094,13214,675360
2015-12-18,13064,13244,12373,12373,3155650
2015-12-21,12613,12763,12613,12763,1032900
2015-12-22,12823,12883,12703,12763,502820
2015-12-23,12643,12793,12613,12733,846590
2015-12-24,12793,12853,12673,12673,228290
2015-12-25,12703,12883,12673,12763,587920
2015-12-28,12853,12913,12763,12763,431580
2015-12-29,12763,13244,12733,13214,1440210
2015-12-30,13244,13484,13184,13304,1125780
2015-12-31,13364,13364,13154,13184,749830
2016-01-04,13154,13214,12793,12974,761750
2016-01-05,12883,13034,12733,12763,1133260
2016-01-06,12763,12974,12763,12913,699490
2016-01-07,12853,12883,12613,12763,935460
2016-01-08,12703,12793,12523,12673,676340
2016-01-11,12673,12733,12553,12583,742390
2016-01-12,12613,12823,12613,12823,481040
2016-01-13,12853,12883,12703,12703,448800
2016-01-14,12553,12673,12463,12553,641380
2016-01-15,12553,12613,12193,12193,880150
2016-01-18,11862,12013,11412,11592,1614080
2016-01-19,11592,12133,11592,12103,771340
2016-01-20,12013,12313,11862,12013,733790
2016-01-21,11862,12013,11742,11832,654450
2016-01-22,12013,12043,11592,11892,777540
2016-01-25,12013,12583,12013,12523,1367810
2016-01-26,12163,12403,12103,12193,656340
2016-01-27,12403,12403,12163,12163,582060
2016-01-28,12103,12253,12103,12163,562170
2016-01-29,12163,12433,12103,12433,1019250
2016-02-01,12433,12463,12223,12223,223320
2016-02-02,12133,12253,12103,12133,603810
2016-02-03,12013,12013,11802,11892,802180
2016-02-04,12013,12193,12013,12013,286750
2016-02-05,11892,12133,11892,12043,268300
2016-02-15,11952,12193,11832,12103,800790
2016-02-16,12043,12253,12043,12103,390050
2016-02-17,12103,12193,11952,11952,827530
2016-02-18,12013,12283,11982,12103,735780
2016-02-19,12193,12193,12043,12043,473670
2016-02-22,12043,12163,12013,12133,653090
2016-02-23,12223,12493,12223,12313,1130660
2016-02-24,12313,12913,12223,12703,1653800
2016-02-25,12763,12913,12493,12553,1236220
2016-02-26,12613,12613,12403,12613,493160
2016-02-29,12553,12613,12313,12313,887030
2016-03-01,12313,12463,12223,12223,849900
2016-03-02,12343,12583,12313,12523,647420
2016-03-03,12583,12643,12463,12493,464550
2016-03-04,12493,12763,12463,12553,681190
2016-03-07,12613,12673,12523,12553,567700
2016-03-08,12553,12613,12433,12493,775770
2016-03-09,12523,12583,12403,12433,469530
2016-03-10,12463,12523,12313,12493,643780
2016-03-11,12553,12583,12463,12493,510750
2016-03-14,12523,12523,12403,12523,807110
2016-03-15,12463,12643,12463,12613,1294120
2016-03-16,12643,13064,12643,12974,1864950
2016-03-17,13064,13124,12823,12823,1074970
2016-03-18,12793,12853,12673,12763,3546350
2016-03-21,13004,13184,12853,12883,1862820
2016-03-22,12913,13004,12853,13004,592130
2016-03-23,13004,13004,12853,12883,645700
2016-03-24,12883,12913,12613,12643,825250
2016-03-25,12613,12853,12493,12853,1381530
2016-03-28,12883,12913,12793,12853,533900
2016-03-29,12883,12883,12613,12613,325890
2016-03-30,12493,12703,12493,12643,444490
2016-03-31,12613,12673,12313,12313,937910
2016-04-01,12313,12433,12253,12283,554870
2016-04-04,12373,12403,12163,12283,439520
2016-04-05,12283,12433,12223,12313,610190
2016-04-06,12313,12613,12283,12613,920280
2016-04-07,12673,12673,12343,12523,594270
2016-04-08,12463,12523,12403,12433,653640
2016-04-11,12433,12613,12283,12493,985640
2016-04-12,12493,12793,12313,12643,970780
2016-04-13,12703,12733,12553,12583,633990
2016-04-14,12583,12763,12553,12703,774160
2016-04-15,12763,13064,12703,12763,1187790
2016-04-19,12793,13004,12673,12733,983900
2016-04-20,12763,12853,12643,12853,769750
2016-04-21,12853,12974,12793,12883,818280
2016-04-22,12883,13754,12883,13724,2478140
2016-04-25,13784,14055,13784,13784,1300050
2016-04-26,13664,14175,13664,14175,835300
2016-04-27,14175,14265,13784,13814,1194570
2016-04-28,13814,14055,13724,13874,693290
2016-04-29,13694,14055,13694,13814,726380
2016-05-04,13754,14025,13574,13844,747740
2016-05-05,13965,14355,13905,14145,1076200
2016-05-06,14235,14655,14175,14595,1525690
2016-05-09,14595,14805,14415,14415,831230
2016-05-10,14415,14595,14295,14595,544750
2016-05-11,14595,14775,14505,14715,713460
2016-05-12,14715,14805,14415,14415,488750
2016-05-13,14415,14505,14115,14295,679240
2016-05-16,14235,14505,14175,14505,377280
2016-05-17,14475,14655,14385,14505,663200
2016-05-18,14505,14956,14475,14715,1259090
2016-05-19,14715,14715,14445,14445,402860
2016-05-20,14595,14655,14175,14235,1038420
2016-05-23,14205,14355,13844,13844,701070
2016-05-24,13935,13965,13664,13784,757630
2016-05-25,13965,14025,13814,13814,272480
2016-05-26,13814,13905,13604,13604,722940
2016-05-27,13634,13694,13454,13604,591480
2016-05-30,13724,14055,13634,14055,535160
2016-05-31,14085,14265,13995,14025,490340
2016-06-01,13965,14115,13965,14085,370980
2016-06-02,14055,14205,13995,14145,290780
2016-06-03,14115,14265,14115,14205,440430
2016-06-06,14145,14565,14145,14355,783790
2016-06-07,14415,14505,14325,14445,435960
